0	<UNKNOWN>
1	<DIGITS>
2	<ALPHA>
3	<ALPHA_NUM>
4	腾讯
5	在线教育
6	由
7	哪几个
8	部分
9	组成
10	？
11	控股
12	有限公司
13	，
14	简称
15	是
16	一家
17	民营
18	IT
19	企业
20	总部
21	位于
22	中国
23	广东
24	深圳
25	于
26	2004
27	年
28	6
29	月
30	16
31	日
32	在
33	香港
34	交易所
35	上市
36	。
37	公司
38	开曼群岛
39	注册
40	董事会
41	主席
42	兼
43	首席
44	执行官
45	为
46	马化腾
47	以
48	即时通讯
49	工具
50	QQ
51	其
52	产品
53	核心
54	附带
55	游戏
56	平台
57	门户网站
58	腾讯网
59	交易平台
60	拍拍网
61	等
62	主要
63	年轻人
64	中有
65	较大
66	影响
67	国内
68	四大
69	2014
70	3
71	10
72	2.14
73	亿美元
74	入股
75	京东
76	15
77	%
78	的
79	股份
80	而
81	将
82	收购
83	B2C
84	网购
85	和
86	C2C
87	100
88	权益
89	、
90	物流
91	人员
92	资产
93	以及
94	易
95	迅网
96	少数
97	股权
98	购买
99	剩余
100	权利
101	4
102	18
103	3Q
104	大战
105	又
106	迎来
107	一场
108	审判
109	北京市
110	西城
111	法院
112	对
113	360
114	诉
115	名誉
116	侵权案
117	做出
118	一审判决
119	判定
120	败诉
121	并
122	判罚
123	首页
124	向
125	公开
126	道歉
127	7
128	天
129	qq
130	[
131	1
132	]
133	2012
134	总收入
135	人民币
136	438.937
137	亿元
138	 
139	其中
140	互联网
141	增值
142	服务收入
143	按年
144	增
145	38.9
146	至
147	319.95
148	；
149	移动
150	及
151	电信
152	37.23
153	同比
154	升
155	14
156	网络广告
157	收入
158	70
159	33.82
160	新
161	项目
162	电子商务
163	交易
164	44.278
165	净利润
166	127.3
167	旗下
168	中国网民
169	极大
170	几乎
171	每个
172	都
173	拥有
174	一个
175	以上
176	QQ号
177	码
178	也
179	开发
180	各种
181	会员
182	业务
183	（
184	X
185	钻
186	）
187	近年
188	更
189	第三方
190	支付
191	财付
192	通
193	2013
194	5
195	20
196	股价
197	突破
198	300
199	元
200	大关
201	收报
202	309.4
203	“
204	BrandZ
205	全球
206	最具
207	价值
208	品牌
209	百强
210	榜
211	”
212	品牌价值
213	排名第
214	21
215	名
216	超越
217	第
218	31
219	Facebook
220	正式
221	被
222	评为
223	国际
224	十大
225	山寨
226	之王
227	：
228	目前
229	使用
230	人
231	数最多
232	软件
233	服务提供商
234	最大
235	通讯
236	应用软件
237	服务商
238	截止
239	用户
240	超过
241	亿
242	活跃
243	TM
244	Tencent
245	Messenger
246	精心
247	打造
248	第二款
249	针对
250	办公
251	环境
252	设计
253	侧重于
254	熟人
255	间
256	沟通
257	联系
258	强化
259	安全措施
260	优化
261	性能
262	更加
263	高效
264	安全
265	电子名片
266	隐身
267	时
268	组
269	联系人
270	可见
271	反
272	打扰
273	功能
274	使
275	中
276	轻松
277	简单
278	:
279	23
280	日讯
281	低调
282	上线
283	了
284	课堂
285	页面
286	启用
287	二级域名
288	意味着
289	由此
290	达成
291	闭环
292	访问
293	该
294	课程
295	分类
296	推荐
297	机构
298	(
299	老师
300	)
301	入驻
302	多个
303	群
304	教育
305	有
306	直播
307	后
308	第三个
309	组成部分
310	已
311	另外
312	还
313	未
314	开放
315	个人
316	腾讯通
317	RTX
318	Real
319	Time
320	eXchange
321	推出
322	企业级
323	即时
324	通信
325	员工
326	可以
327	地
328	通过
329	服务器
330	所
331	配置
332	组织
333	架构
334	查找
335	需要
336	进行
337	采用
338	丰富
339	方式
340	实时
341	田欣
342	作为
343	一名
344	心理
345	顾问
346	佛家
347	居士
348	她
349	推行
350	自疗
351	什么
352	早年
353	师从
354	国学
355	大师
356	董子
357	竹
358	老先生
359	研习
360	心
361	学
362	修持
363	净土
364	法门
365	泰山
366	禅院
367	丁
368	愚仁
369	实修
370	观
371	心禅
372	法号
373	圆宝
374	皈依
375	师是
376	色达
377	佛学院
378	院长
379	至尊
380	空行
381	母门
382	措上
383	师
384	曾
385	创办
386	中华
387	幸福
388	网
389	开设
390	情绪
391	工作坊
392	心经禅
393	修班
394	疗养
395	旅游
396	管理
397	系列
398	姓名
399	领域
400	禅
401	文化
402	传承
403	与
404	发展
405	国籍
406	研究
407	方向
408	心学致
409	良知
410	心经
411	禅解
412	出生地
413	湖南省
414	益阳市
415	禅修
416	出生日期
417	1979
418	13
419	方法
420	如是
421	舞动
422	养生
423	职业
424	现居
425	咨询
426	及时
427	私密
428	交流
429	启发
430	传统
431	身心
432	结合
433	团体
434	动力
435	自我
436	觉醒
437	互促
438	EAP
439	讲座
440	减压
441	培养
442	倾听
443	觉察
444	能力
445	减少
446	情感
447	内耗
448	事情
449	总是
450	呈现
451	全部
452	信息
453	忙乱
454	迷惑
455	遮住
456	人们
457	慧眼
458	习惯性
459	摘取
460	排斥
461	忽略
462	加工
463	导致
464	不
465	恰当
466	反应
467	决策
468	带来
469	过多
470	烦恼
471	纠纷
472	君子
473	慎独
474	一双
475	让
476	自己
477	全面
478	认识
479	事物
480	练习
481	要点
482	全身
483	放松
484	洞察
485	身体
486	内外
487	一切
488	动态
489	瞬间
490	如何
491	变化
492	保持
493	知道
494	接受
495	干扰
496	内容
497	跟着
498	思维
499	走
500	当下
501	即
502	回
503	到
504	如
505	如不动
506	本来
507	注意
508	点
509	我们
510	遇到
511	外界
512	会
513	自动
514	评价
515	感受
516	主动
517	因此
518	容易
519	引起反感
520	之心
521	总
522	觉得
523	做点
524	适应
525	做
526	心烦意乱
527	引起
528	疼痛
529	此时
530	应观
531	之
532	扩大
533	心胸
534	格局
535	改善
536	脾气
537	性格
538	本性
539	觉性
540	圆满
541	受
542	经验
543	束缚
544	人生
545	困扰
546	常伴
547	身边
548	破
549	山中
550	贼易
551	,
552	心中
553	贼
554	难
555	常能
556	遣
557	欲
558	而心
559	自静
560	静虑
561	生智
562	修观
563	心法
564	定力
565	无
566	挂碍
567	获得
568	洒脱
569	自
570	智慧
571	自来
572	直指
573	人心
574	心不动
575	体
576	心动
577	用
578	接触
579	外
580	世界
581	形成
582	概念
583	—
584	虚妄
585	识
586	自我意识
587	就是
588	这个
589	识心
590	把
591	所有
592	回去
593	我
594	个
595	没有
596	这
597	本来面目
598	当
599	念头
600	升起
601	陷入
602	之中
603	而是
604	专注
605	起落
606	地方
607	合一
608	脱落
609	归于
610	本体
611	黄山
612	烟
613	打破
614	原本
615	哪
616	两个
617	高档
618	称霸
619	局面
620	香烟
621	卷烟
622	创牌
623	1958
624	安徽
625	中烟
626	工业
627	蚌埠
628	卷烟厂
629	代表
630	1993
631	特制
632	巨大成功
633	迅速
634	现
635	万象
636	风
637	新视界
638	50
639	硬
640	皖烟
641	迎客松
642	等等
643	品种
644	一品
645	天高云淡
646	香
647	味
648	一山
649	一
650	广告语
651	响遍
652	大江南北
653	经过
654	近
655	半个世纪
656	累积
657	深厚
658	内涵
659	独特
660	吸食
661	口味
662	风格
663	赢得
664	市场
665	喜爱
666	行销全国
667	32
668	个省
669	市
670	自治区
671	覆盖率
672	达到
673	97.36
674	系列产品
675	中式
676	烤烟
677	型
678	成功
679	投放市场
680	一举
681	沪
682	云
683	一统天下
684	烟是
685	从
686	十余年
687	里
688	皖江
689	大地
690	渗透
691	江
692	浙
693	大踏步
694	进军
695	东北
696	华北
697	华南
698	使得
699	区域性
700	壮大
701	全国性
702	点滴
703	起步
704	千箱
705	万箱
706	…
707	容
708	万千
709	云涛
710	居高
711	不傲
712	携
713	无限
714	生机
715	优而
716	骄
717	?
718	成为
719	中国烟草
720	一道
721	亮丽
722	风景线
723	主导
724	塑造
725	上
726	就
727	充分
728	吸收
729	徽
730	养分
731	凝聚
732	微
733	底蕴
734	加以
735	创新
736	这种
737	品质
738	包装
739	各个方面
740	得到
741	体现
742	进而
743	一套
744	特有
745	体系
746	不论是
747	新安
748	还是
749	大红
750	方印
751	小
752	红方
753	印
754	徽烟
755	或是
756	松
757	奇松
758	这些
759	中烟于
760	开启
761	第三次
762	创业
763	征程
764	集中
765	它们
766	个个
767	不同
768	演绎
769	背后
770	诉求
771	基点
772	扩散
773	-
774	喻虹渊
775	电影
776	《
777	痞子
778	英雄
779	》
780	角色
781	1987
782	22
783	－
784	台湾
785	女演员
786	桃园县
787	毕业
788	国立
789	阳明
790	高中
791	现就读
792	辅仁大学
793	哲学系
794	时期
795	拍
796	过
797	多部
798	MV
799	广告
800	2008
801	演出
802	电视剧
803	何小玫
804	一角
805	网络
806	受到
807	热烈
808	讨论
809	12
810	跨年
811	夜喻虹渊
812	现身
813	周渝民
814	家
815	阳台
816	女友
817	搂
818	怀里
819	更落
820	吻
821	耳边
822	两人
823	恋情
824	曝光
825	身高
826	160
827	公分
828	体重
829	43
830	公斤
831	语言
832	中文
833	英文
834	兴趣
835	歌唱
836	戏剧
837	表演
838	婚姻状况
839	单身
840	学历
841	学中
842	宝丽来
843	娱乐
844	阅读
845	听
846	音乐
847	唱歌
848	跳舞
849	最
850	喜欢
851	清纯
852	颜色
853	粉红
854	白色
855	食物
856	美食
857	爱
858	啦
859	海鲜
860	更好
861	去
862	召唤
863	动物
864	狗狗
865	事
866	自拍
867	开心
868	朋友
869	聚会
870	玩耍
871	最爱
872	家人
873	圈内
874	好友
875	张
876	栋梁
877	陈
878	意涵
879	球儿
880	辰
881	亦
882	儒
883	炎亚纶
884	赵又廷
885	谢欣颖
886	吴中
887	王心
888	修杰楷
889	王子
890	邱胜翊
891	李威
892	王阳明
893	杨谨华
894	安心
895	亚
896	陈司翰
897	Junior
898	李
899	至正
900	.
901	经纪
902	华航
903	维也纳
904	之旅
905	11
906	梦想
907	啦啦队
908	篇
909	优沛蕾
910	肯德基
911	德国
912	料理
913	新光人寿
914	震旦
915	远雄
916	建设
917	三部曲
918	五月天
919	不到
920	钢铁
921	神兵
922	车田用
923	B
924	'
925	T
926	代替
927	机械
928	人有
929	含义
930	日本
931	著名
932	漫画家
933	车田正美
934	继
935	轰动一时
936	圣斗士
937	星矢
938	之后
939	精致
940	巨作
941	漫画
942	生涯
943	纪念
944	之作
945	编剧
946	配音
947	桧山修
948	/
949	佐佐木
950	望
951	绪方
952	恵
953	美
954	一条
955	矢
956	藤原
957	启治
958	佐久田修
959	堀内
960	贤雄
961	汤屋
962	敦子
963	小杉十郎
964	太
965	二
966	一成
967	堀川仁
968	筱原
969	百百
970	麻子
971	水野龙司
972	高岛
973	雅罗
974	渡边
975	美佐子
976	泽海
977	阳子
978	藤木
979	圣子
980	类型
981	动画
982	制片
983	国家
984	地区
985	日语
986	首播
987	日期
988	1996
989	04
990	06
991	集数
992	25
993	又名
994	这是
995	车田
996	第一部
997	人为
998	主题
999	作品
1000	但
1001	主张
1002	不是
1003	取代
1004	新名词
1005	Brain
1006	头脑
1007	Blood
1008	血液
1009	Bravery
1010	勇气
1011	Battler
1012	战士
1013	Total
1014	称为
1015	ビ
1016	ー
1017	ト
1018	念
1019	Bi
1020	To
1021	未来
1022	人类
1023	科技
1024	空前
1025	进步
1026	与此同时
1027	邪恶
1028	范围
1029	内
1030	肆意
1031	蔓延
1032	优秀
1033	科学家
1034	团队
1035	先进
1036	研发
1037	技术
1038	皇帝
1039	妄图
1040	称霸世界
1041	他
1042	建立
1043	起
1044	庞大
1045	机器
1046	王国
1047	下面
1048	配有
1049	名为
1050	高智能
1051	机器人
1052	凭借
1053	此
1054	所向披靡
1055	无往不利
1056	之下
1057	另有
1058	四个
1059	地位
1060	尊贵
1061	显赫
1062	四灵
1063	之一
1064	华莲
1065	偶然
1066	得知
1067	真面目
1068	于是
1069	带
1070	着
1071	逃脱
1072	最终
1073	隐居
1074	神居岛
1075	担任
1076	少年
1077	铁兵
1078	教练
1079	兄长
1080	天才
1081	钢
1082	太郎
1083	某国
1084	博览会
1085	遭到
1086	绑架
1087	救
1088	秘密
1089	潜入
1090	机会
1091	使华莲
1092	早已
1093	报废
1094	复活
1095	命名
1096	搭档
1097	开始
1098	向着
1099	神秘
1100	强大
1101	进发
1102	过程
1103	逐渐
1104	揭开
1105	续
1106	TV
1107	版
1108	剧情
1109	企图
1110	控制
1111	全世界
1112	皇国
1113	高宫
1114	消息
1115	弟弟
1116	传说
1117	相遇
1118	它
1119	主人
1120	战斗
1121	另一方面
1122	最强
1123	龙
1124	凤
1125	北斗
1126	为了
1127	解开
1128	疑惑
1129	一起
1130	上路
1131	不过
1132	诞生
1133	究极
1134	拉法路
1135	弱点
1136	正
1137	成
1138	一只
1139	可怕
1140	怪兽
1141	整个
1142	地球
1143	可能
1144	毁灭
1145	2
1146	代理人
